SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,14,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,1264.35,0.0257238,14,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,15,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,1306.26,0.0314427,15,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,16,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,705.351,0.0379534,16,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,17,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,188.475,0.0453076,17,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,18,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,81.8337,0.0535569,18,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,19,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,104.201,0.0627531,19,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,20,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,40.5902,0.0729478,20,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,21,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,109.226,0.0841928,21,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,22,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,34.8804,0.0965398,22,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,23,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,13.6989,0.110041,23,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,24,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,11.454,0.124747,24,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,25,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,9.1451,0.140711,25,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,26,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,2.63311,0.157984,26,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,7,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,8.5263,0.00353609,7,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,8,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,100.566,0.00515402,8,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,9,-9,100,41,6619,-9,-9,kg,k,cm,cm,NA,1123.74,0.00720357,9,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,L,R,N,lngt,32,-9,100,1,30,-9,-9,kg,k,cm,cm,NA,0.228196,0.292026,32,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,L,R,N,lngt,33,-9,100,1,30,-9,-9,kg,k,cm,cm,NA,1.36917,0.319918,33,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,L,R,N,lngt,34,-9,100,1,30,-9,-9,kg,k,cm,cm,NA,2.28196,0.349535,34,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,L,R,N,lngt,35,-9,100,1,30,-9,-9,kg,k,cm,cm,NA,1.14098,0.380929,35,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,L,R,N,lngt,36,-9,100,1,30,-9,-9,kg,k,cm,cm,NA,1.36917,0.414152,36,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_DEF_>=70_0_0,Div,27.8.b,NA,HOM,NA,L,R,N,lngt,37,-9,100,1,30,-9,-9,kg,k,cm,cm,NA,0.456391,0.449255,37,-9,-9,-9
HI,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,kWd,15154.2,NA,,,,,,,,,,,,,,,,,,,,,
SI,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,NA,NA,O,NA,t,46.3573,-9,-9,NA,NA,NA,,,,,,,,,
SI,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,L,R,NA,H,M,NA,t,0.198,0.198,-9,NA,NA,NA,,,,,,,,,
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,10,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,76.9679,0.00973607,10,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,11,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,67.6829,0.0128029,11,-9,-9,-9
SD,ES,2019,Quarter,1,OTB_MCF_>=70_0_0,Div,27.8.b,NA,HOM,NA,D,R,N,lngt,12,-9,100,-9,-9,-9,-9,kg,k,cm,cm,NA,167.203,0.0164555,12,-9,-9,-9
